MacroRegione,Genere,AgeGroup,Condizione professionale europea,Year,Occupati,DescrAtecoLiv1,Count
Centro,F,15-64,occupati,2018,2121395,Attivita' finanziarie e assicurative,1209
Centro,F,15-64,occupati,2018,2121395,Attivita' immobiliari,417
Centro,F,15-64,occupati,2018,2121395,Attivita' manifatturiere,14864
Centro,F,15-64,occupati,2018,2121395,"Attivita' professionali, scientifiche e tecniche",1420
Centro,F,15-64,occupati,2018,2121395,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9999
Centro,F,15-64,occupati,2018,2121395,Costruzioni,8004
Centro,F,15-64,occupati,2018,2121395,Estrazione di minerali da cave e miniere,173
Centro,F,15-64,occupati,2018,2121395,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3383
Centro,F,15-64,occupati,2018,2121395,"Fornitura di energia elettrica, gas, vapore e aria condizionata",228
Centro,F,15-64,occupati,2018,2121395,Istruzione,725
Centro,F,15-64,occupati,2018,2121395,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7463
Centro,F,15-64,occupati,2018,2121395,Non determinato,39984
Centro,F,15-64,occupati,2018,2121395,Organizzazioni ed organismi extraterritoriali,43
Centro,F,15-64,occupati,2018,2121395,Sanita' e assistenza sociale,10631
Centro,F,15-64,occupati,2018,2121395,Servizi di informazione e comunicazione,1646
Centro,F,15-64,occupati,2018,2121395,Trasporto e magazzinaggio,10151
Centro,F,15-64,occupati,2019,2134194,"Agricoltura, silvicoltura e pesca",296
Centro,F,15-64,occupati,2019,2134194,Altre attivita' di servizi,1485
Centro,F,15-64,occupati,2019,2134194,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2966
Centro,F,15-64,occupati,2019,2134194,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1034
Centro,F,15-64,occupati,2019,2134194,Attivita' dei servizi di alloggio e di ristorazione,7383
Centro,F,15-64,occupati,2019,2134194,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",10
Centro,F,15-64,occupati,2019,2134194,Attivita' finanziarie e assicurative,1145
Centro,F,15-64,occupati,2019,2134194,Attivita' immobiliari,411
Centro,F,15-64,occupati,2019,2134194,Attivita' manifatturiere,15010
Centro,F,15-64,occupati,2019,2134194,"Attivita' professionali, scientifiche e tecniche",1293
Centro,F,15-64,occupati,2019,2134194,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",10240
Centro,F,15-64,occupati,2019,2134194,Costruzioni,8200
Centro,F,15-64,occupati,2019,2134194,Estrazione di minerali da cave e miniere,150
Centro,F,15-64,occupati,2019,2134194,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3407
Centro,F,15-64,occupati,2019,2134194,"Fornitura di energia elettrica, gas, vapore e aria condizionata",235
Centro,F,15-64,occupati,2019,2134194,Istruzione,748
Centro,F,15-64,occupati,2019,2134194,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",7499
Centro,F,15-64,occupati,2019,2134194,Non determinato,40285
Centro,F,15-64,occupati,2019,2134194,Organizzazioni ed organismi extraterritoriali,54
Centro,F,15-64,occupati,2019,2134194,Sanita' e assistenza sociale,10982
Centro,F,15-64,occupati,2019,2134194,Servizi di informazione e comunicazione,1609
Centro,F,15-64,occupati,2019,2134194,Trasporto e magazzinaggio,10128
Centro,F,15-64,occupati,2020,2046289,"Agricoltura, silvicoltura e pesca",335
Centro,F,15-64,occupati,2020,2046289,Altre attivita' di servizi,1252
Centro,F,15-64,occupati,2020,2046289,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2195
Centro,F,15-64,occupati,2020,2046289,"Attivita' artistiche, sportive, di intrattenimento e divertimento",736
Centro,F,15-64,occupati,2020,2046289,Attivita' dei servizi di alloggio e di ristorazione,4037
Centro,F,15-64,occupati,2020,2046289,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15-64,occupati,2020,2046289,Attivita' finanziarie e assicurative,729
Centro,F,15-64,occupati,2020,2046289,Attivita' immobiliari,195
Centro,F,15-64,occupati,2020,2046289,Attivita' manifatturiere,10712
Centro,F,15-64,occupati,2020,2046289,"Attivita' professionali, scientifiche e tecniche",836
Centro,F,15-64,occupati,2020,2046289,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7371
Centro,F,15-64,occupati,2020,2046289,Costruzioni,6307
Centro,F,15-64,occupati,2020,2046289,Estrazione di minerali da cave e miniere,118
Centro,F,15-64,occupati,2020,2046289,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2480
Centro,F,15-64,occupati,2020,2046289,"Fornitura di energia elettrica, gas, vapore e aria condizionata",123
Centro,F,15-64,occupati,2020,2046289,Istruzione,563
Centro,F,15-64,occupati,2020,2046289,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",5488
Centro,F,15-64,occupati,2020,2046289,Non determinato,25895
Centro,F,15-64,occupati,2020,2046289,Organizzazioni ed organismi extraterritoriali,29
Centro,F,15-64,occupati,2020,2046289,Sanita' e assistenza sociale,24052
Centro,F,15-64,occupati,2020,2046289,Servizi di informazione e comunicazione,1171
Centro,F,15-64,occupati,2020,2046289,Trasporto e magazzinaggio,7861
Centro,F,15-64,occupati,2021,2056406,"Agricoltura, silvicoltura e pesca",282
Centro,F,15-64,occupati,2021,2056406,Altre attivita' di servizi,1292
Centro,F,15-64,occupati,2021,2056406,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2171
Centro,F,15-64,occupati,2021,2056406,"Attivita' artistiche, sportive, di intrattenimento e divertimento",912
Centro,F,15-64,occupati,2021,2056406,Attivita' dei servizi di alloggio e di ristorazione,4927
Centro,F,15-64,occupati,2021,2056406,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15-64,occupati,2021,2056406,Attivita' finanziarie e assicurative,710
Centro,F,15-64,occupati,2021,2056406,Attivita' immobiliari,244
Centro,F,15-64,occupati,2021,2056406,Attivita' manifatturiere,13025
Centro,F,15-64,occupati,2021,2056406,"Attivita' professionali, scientifiche e tecniche",981
Centro,F,15-64,occupati,2021,2056406,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8689
Centro,F,15-64,occupati,2021,2056406,Costruzioni,8282
Centro,F,15-64,occupati,2021,2056406,Estrazione di minerali da cave e miniere,127
Centro,F,15-64,occupati,2021,2056406,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2873
Centro,F,15-64,occupati,2021,2056406,"Fornitura di energia elettrica, gas, vapore e aria condizionata",114
Centro,F,15-64,occupati,2021,2056406,Istruzione,609
Centro,F,15-64,occupati,2021,2056406,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6296
Centro,F,15-64,occupati,2021,2056406,Non determinato,28514
Centro,F,15-64,occupati,2021,2056406,Organizzazioni ed organismi extraterritoriali,29
Centro,F,15-64,occupati,2021,2056406,Sanita' e assistenza sociale,15198
Centro,F,15-64,occupati,2021,2056406,Servizi di informazione e comunicazione,1469
Centro,F,15-64,occupati,2021,2056406,Trasporto e magazzinaggio,10080
Centro,F,15-64,occupati,2022,2135463,"Agricoltura, silvicoltura e pesca",250
Centro,F,15-64,occupati,2022,2135463,Altre attivita' di servizi,1610
Centro,F,15-64,occupati,2022,2135463,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3409
Centro,F,15-64,occupati,2022,2135463,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1103
Centro,F,15-64,occupati,2022,2135463,Attivita' dei servizi di alloggio e di ristorazione,6619
Centro,F,15-64,occupati,2022,2135463,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,F,15-64,occupati,2022,2135463,Attivita' finanziarie e assicurative,783
Centro,F,15-64,occupati,2022,2135463,Attivita' immobiliari,266
Centro,F,15-64,occupati,2022,2135463,Attivita' manifatturiere,13751
Centro,F,15-64,occupati,2022,2135463,"Attivita' professionali, scientifiche e tecniche",1101
Centro,F,15-64,occupati,2022,2135463,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9163
Centro,F,15-64,occupati,2022,2135463,Costruzioni,9184
Centro,F,15-64,occupati,2022,2135463,Estrazione di minerali da cave e miniere,131
Centro,F,15-64,occupati,2022,2135463,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3002
Centro,F,15-64,occupati,2022,2135463,"Fornitura di energia elettrica, gas, vapore e aria condizionata",140
Centro,F,15-64,occupati,2022,2135463,Istruzione,592
Centro,F,15-64,occupati,2022,2135463,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6759
Centro,F,15-64,occupati,2022,2135463,Non determinato,35693
Centro,F,15-64,occupati,2022,2135463,Organizzazioni ed organismi extraterritoriali,53
Centro,F,15-64,occupati,2022,2135463,Sanita' e assistenza sociale,25927
Centro,F,15-64,occupati,2022,2135463,Servizi di informazione e comunicazione,1384
Centro,F,15-64,occupati,2022,2135463,Trasporto e magazzinaggio,16248
NordEst,F,15+,occupati,2018,2260143,"Agricoltura, silvicoltura e pesca",523
NordEst,F,15+,occupati,2018,2260143,Altre attivita' di servizi,1731
NordEst,F,15+,occupati,2018,2260143,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4229
NordEst,F,15+,occupati,2018,2260143,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1170
NordEst,F,15+,occupati,2018,2260143,Attivita' dei servizi di alloggio e di ristorazione,9885
NordEst,F,15+,occupati,2018,2260143,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",4
NordEst,F,15+,occupati,2018,2260143,Attivita' finanziarie e assicurative,1105
NordEst,F,15+,occupati,2018,2260143,Attivita' immobiliari,613
NordEst,F,15+,occupati,2018,2260143,Attivita' manifatturiere,43740
NordEst,F,15+,occupati,2018,2260143,"Attivita' professionali, scientifiche e tecniche",1671
NordEst,F,15+,occupati,2018,2260143,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14815
NordEst,F,15+,occupati,2018,2260143,Costruzioni,13788
NordEst,F,15+,occupati,2018,2260143,Estrazione di minerali da cave e miniere,122
NordEst,F,15+,occupati,2018,2260143,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2266
NordEst,F,15+,occupati,2018,2260143,"Fornitura di energia elettrica, gas, vapore e aria condizionata",247
NordEst,F,15+,occupati,2018,2260143,Istruzione,1825
NordEst,F,15+,occupati,2018,2260143,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8284
NordEst,F,15+,occupati,2018,2260143,Non determinato,70368
NordEst,F,15+,occupati,2018,2260143,Organizzazioni ed organismi extraterritoriali,43
NordEst,F,15+,occupati,2018,2260143,Sanita' e assistenza sociale,13261
NordEst,F,15+,occupati,2018,2260143,Servizi di informazione e comunicazione,1079
NordEst,F,15+,occupati,2018,2260143,Trasporto e magazzinaggio,14171
NordEst,F,15+,occupati,2019,2290556,"Agricoltura, silvicoltura e pesca",504
NordEst,F,15+,occupati,2019,2290556,Altre attivita' di servizi,1732
NordEst,F,15+,occupati,2019,2290556,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",4248
NordEst,F,15+,occupati,2019,2290556,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1258
NordEst,F,15+,occupati,2019,2290556,Attivita' dei servizi di alloggio e di ristorazione,10105
NordEst,F,15+,occupati,2019,2290556,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",4
NordEst,F,15+,occupati,2019,2290556,Attivita' finanziarie e assicurative,1032
NordEst,F,15+,occupati,2019,2290556,Attivita' immobiliari,465
NordEst,F,15+,occupati,2019,2290556,Attivita' manifatturiere,43621
NordEst,F,15+,occupati,2019,2290556,"Attivita' professionali, scientifiche e tecniche",1598
NordEst,F,15+,occupati,2019,2290556,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14765
NordEst,F,15+,occupati,2019,2290556,Costruzioni,13949
NordEst,F,15+,occupati,2019,2290556,Estrazione di minerali da cave e miniere,109
NordEst,F,15+,occupati,2019,2290556,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2203
NordEst,F,15+,occupati,2019,2290556,"Fornitura di energia elettrica, gas, vapore e aria condizionata",256
NordEst,F,15+,occupati,2019,2290556,Istruzione,1762
NordEst,F,15+,occupati,2019,2290556,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8297
NordEst,F,15+,occupati,2019,2290556,Non determinato,69350
NordEst,F,15+,occupati,2019,2290556,Organizzazioni ed organismi extraterritoriali,35
NordEst,F,15+,occupati,2019,2290556,Sanita' e assistenza sociale,13680
NordEst,F,15+,occupati,2019,2290556,Servizi di informazione e comunicazione,1029
NordEst,F,15+,occupati,2019,2290556,Trasporto e magazzinaggio,14302
NordEst,F,15+,occupati,2020,219745,"Agricoltura, silvicoltura e pesca",443
NordEst,F,15+,occupati,2020,219745,Altre attivita' di servizi,1366
NordEst,F,15+,occupati,2020,219745,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3013
NordEst,F,15+,occupati,2020,219745,"Attivita' artistiche, sportive, di intrattenimento e divertimento",913
NordEst,F,15+,occupati,2020,219745,Attivita' dei servizi di alloggio e di ristorazione,5932
NordEst,F,15+,occupati,2020,219745,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",3
NordEst,F,15+,occupati,2020,219745,Attivita' finanziarie e assicurative,636
NordEst,F,15+,occupati,2020,219745,Attivita' immobiliari,246
NordEst,F,15+,occupati,2020,219745,Attivita' manifatturiere,32613
NordEst,F,15+,occupati,2020,219745,"Attivita' professionali, scientifiche e tecniche",1099
NordEst,F,15+,occupati,2020,219745,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",11223
NordEst,F,15+,occupati,2020,219745,Costruzioni,11413
NordEst,F,15+,occupati,2020,219745,Estrazione di minerali da cave e miniere,94
NordEst,F,15+,occupati,2020,219745,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",1744
NordEst,F,15+,occupati,2020,219745,"Fornitura di energia elettrica, gas, vapore e aria condizionata",192
NordEst,F,15+,occupati,2020,219745,Istruzione,1038
NordEst,F,15+,occupati,2020,219745,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6415
NordEst,F,15+,occupati,2020,219745,Non determinato,43988
NordEst,F,15+,occupati,2020,219745,Organizzazioni ed organismi extraterritoriali,24
NordEst,F,15+,occupati,2020,219745,Sanita' e assistenza sociale,42774
NordEst,F,15+,occupati,2020,219745,Servizi di informazione e comunicazione,797
NordEst,F,15+,occupati,2020,219745,Trasporto e magazzinaggio,11582
NordEst,F,15+,occupati,2021,2224038,"Agricoltura, silvicoltura e pesca",427
NordEst,F,15+,occupati,2021,2224038,Altre attivita' di servizi,1436
NordEst,F,15+,occupati,2021,2224038,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3728
NordEst,F,15+,occupati,2021,2224038,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1090
NordEst,F,15+,occupati,2021,2224038,Attivita' dei servizi di alloggio e di ristorazione,7214
NordEst,F,15+,occupati,2021,2224038,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
NordEst,F,15+,occupati,2021,2224038,Attivita' finanziarie e assicurative,724
NordEst,F,15+,occupati,2021,2224038,Attivita' immobiliari,224
NordEst,F,15+,occupati,2021,2224038,Attivita' manifatturiere,39165
NordEst,F,15+,occupati,2021,2224038,"Attivita' professionali, scientifiche e tecniche",1293
NordEst,F,15+,occupati,2021,2224038,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",12931
NordEst,F,15+,occupati,2021,2224038,Costruzioni,13591
NordEst,F,15+,occupati,2021,2224038,Estrazione di minerali da cave e miniere,102
NordEst,F,15+,occupati,2021,2224038,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",1935
