MacroRegione,Genere,AgeGroup,Condizione professionale europea,Year,Occupati,DescrAtecoLiv1,Count
Centro,M,15+,occupati,2021,2674047,"Fornitura di energia elettrica, gas, vapore e aria condizionata",114
Centro,M,15+,occupati,2021,2674047,Istruzione,609
Centro,M,15+,occupati,2021,2674047,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6296
Centro,M,15+,occupati,2021,2674047,Non determinato,28514
Centro,M,15+,occupati,2021,2674047,Organizzazioni ed organismi extraterritoriali,29
Centro,M,15+,occupati,2021,2674047,Sanita' e assistenza sociale,15198
Centro,M,15+,occupati,2021,2674047,Servizi di informazione e comunicazione,1469
Centro,M,15+,occupati,2021,2674047,Trasporto e magazzinaggio,10080
Centro,M,15+,occupati,2022,2739146,"Agricoltura, silvicoltura e pesca",250
Centro,M,15+,occupati,2022,2739146,Altre attivita' di servizi,1610
Centro,M,15+,occupati,2022,2739146,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3409
Centro,M,15+,occupati,2022,2739146,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1103
Centro,M,15+,occupati,2022,2739146,Attivita' dei servizi di alloggio e di ristorazione,6619
Centro,M,15+,occupati,2022,2739146,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",7
Centro,M,15+,occupati,2022,2739146,Attivita' finanziarie e assicurative,783
Centro,M,15+,occupati,2022,2739146,Attivita' immobiliari,266
Centro,M,15+,occupati,2022,2739146,Attivita' manifatturiere,13751
Centro,M,15+,occupati,2022,2739146,"Attivita' professionali, scientifiche e tecniche",1101
Centro,M,15+,occupati,2022,2739146,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",9163
Centro,M,15+,occupati,2022,2739146,Costruzioni,9184
Centro,M,15+,occupati,2022,2739146,Estrazione di minerali da cave e miniere,131
Centro,M,15+,occupati,2022,2739146,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3002
Centro,M,15+,occupati,2022,2739146,"Fornitura di energia elettrica, gas, vapore e aria condizionata",140
Centro,M,15+,occupati,2022,2739146,Istruzione,592
Centro,M,15+,occupati,2022,2739146,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",6759
Centro,M,15+,occupati,2022,2739146,Non determinato,35693
Centro,M,15+,occupati,2022,2739146,Organizzazioni ed organismi extraterritoriali,53
Centro,M,15+,occupati,2022,2739146,Sanita' e assistenza sociale,25927
Centro,M,15+,occupati,2022,2739146,Servizi di informazione e comunicazione,1384
Centro,M,15+,occupati,2022,2739146,Trasporto e magazzinaggio,16248
Sud,F,15-64,occupati,2018,2200257,"Agricoltura, silvicoltura e pesca",233
Sud,F,15-64,occupati,2018,2200257,Altre attivita' di servizi,1079
Sud,F,15-64,occupati,2018,2200257,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3390
Sud,F,15-64,occupati,2018,2200257,"Attivita' artistiche, sportive, di intrattenimento e divertimento",921
Sud,F,15-64,occupati,2018,2200257,Attivita' dei servizi di alloggio e di ristorazione,4628
Sud,F,15-64,occupati,2018,2200257,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
Sud,F,15-64,occupati,2018,2200257,Attivita' finanziarie e assicurative,679
Sud,F,15-64,occupati,2018,2200257,Attivita' immobiliari,214
Sud,F,15-64,occupati,2018,2200257,Attivita' manifatturiere,9771
Sud,F,15-64,occupati,2018,2200257,"Attivita' professionali, scientifiche e tecniche",673
Sud,F,15-64,occupati,2018,2200257,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8228
Sud,F,15-64,occupati,2018,2200257,Costruzioni,6480
Sud,F,15-64,occupati,2018,2200257,Estrazione di minerali da cave e miniere,101
Sud,F,15-64,occupati,2018,2200257,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",4326
Sud,F,15-64,occupati,2018,2200257,"Fornitura di energia elettrica, gas, vapore e aria condizionata",185
Sud,F,15-64,occupati,2018,2200257,Istruzione,344
Sud,F,15-64,occupati,2018,2200257,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4919
Sud,F,15-64,occupati,2018,2200257,Non determinato,46224
Sud,F,15-64,occupati,2018,2200257,Organizzazioni ed organismi extraterritoriali,4
Sud,F,15-64,occupati,2018,2200257,Sanita' e assistenza sociale,12123
Sud,F,15-64,occupati,2018,2200257,Servizi di informazione e comunicazione,682
Sud,F,15-64,occupati,2018,2200257,Trasporto e magazzinaggio,8034
Sud,F,15-64,occupati,2019,2207101,"Agricoltura, silvicoltura e pesca",188
Sud,F,15-64,occupati,2019,2207101,Altre attivita' di servizi,987
Sud,F,15-64,occupati,2019,2207101,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3194
Sud,F,15-64,occupati,2019,2207101,"Attivita' artistiche, sportive, di intrattenimento e divertimento",965
Sud,F,15-64,occupati,2019,2207101,Attivita' dei servizi di alloggio e di ristorazione,4782
Sud,F,15-64,occupati,2019,2207101,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",5
Sud,F,15-64,occupati,2019,2207101,Attivita' finanziarie e assicurative,660
Sud,F,15-64,occupati,2019,2207101,Attivita' immobiliari,198
Sud,F,15-64,occupati,2019,2207101,Attivita' manifatturiere,9565
Sud,F,15-64,occupati,2019,2207101,"Attivita' professionali, scientifiche e tecniche",716
Sud,F,15-64,occupati,2019,2207101,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8038
Sud,F,15-64,occupati,2019,2207101,Costruzioni,6468
Sud,F,15-64,occupati,2019,2207101,Estrazione di minerali da cave e miniere,87
Sud,F,15-64,occupati,2019,2207101,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",4368
Sud,F,15-64,occupati,2019,2207101,"Fornitura di energia elettrica, gas, vapore e aria condizionata",188
Sud,F,15-64,occupati,2019,2207101,Istruzione,376
Sud,F,15-64,occupati,2019,2207101,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4827
Sud,F,15-64,occupati,2019,2207101,Non determinato,45827
Sud,F,15-64,occupati,2019,2207101,Organizzazioni ed organismi extraterritoriali,1
Sud,F,15-64,occupati,2019,2207101,Sanita' e assistenza sociale,12062
Sud,F,15-64,occupati,2019,2207101,Servizi di informazione e comunicazione,662
Sud,F,15-64,occupati,2019,2207101,Trasporto e magazzinaggio,7985
Sud,F,15-64,occupati,2020,2104876,"Agricoltura, silvicoltura e pesca",177
Sud,F,15-64,occupati,2020,2104876,Altre attivita' di servizi,972
Sud,F,15-64,occupati,2020,2104876,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2445
Sud,F,15-64,occupati,2020,2104876,"Attivita' artistiche, sportive, di intrattenimento e divertimento",643
Sud,F,15-64,occupati,2020,2104876,Attivita' dei servizi di alloggio e di ristorazione,2967
Sud,F,15-64,occupati,2020,2104876,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",3
Sud,F,15-64,occupati,2020,2104876,Attivita' finanziarie e assicurative,428
Sud,F,15-64,occupati,2020,2104876,Attivita' immobiliari,141
Sud,F,15-64,occupati,2020,2104876,Attivita' manifatturiere,7484
Sud,F,15-64,occupati,2020,2104876,"Attivita' professionali, scientifiche e tecniche",521
Sud,F,15-64,occupati,2020,2104876,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",6409
Sud,F,15-64,occupati,2020,2104876,Costruzioni,5397
Sud,F,15-64,occupati,2020,2104876,Estrazione di minerali da cave e miniere,65
Sud,F,15-64,occupati,2020,2104876,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3413
Sud,F,15-64,occupati,2020,2104876,"Fornitura di energia elettrica, gas, vapore e aria condizionata",123
Sud,F,15-64,occupati,2020,2104876,Istruzione,189
Sud,F,15-64,occupati,2020,2104876,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4030
Sud,F,15-64,occupati,2020,2104876,Non determinato,26057
Sud,F,15-64,occupati,2020,2104876,Organizzazioni ed organismi extraterritoriali,3
Sud,F,15-64,occupati,2020,2104876,Sanita' e assistenza sociale,25406
Sud,F,15-64,occupati,2020,2104876,Servizi di informazione e comunicazione,585
Sud,F,15-64,occupati,2020,2104876,Trasporto e magazzinaggio,6745
Sud,F,15-64,occupati,2021,2148377,"Agricoltura, silvicoltura e pesca",159
Sud,F,15-64,occupati,2021,2148377,Altre attivita' di servizi,998
Sud,F,15-64,occupati,2021,2148377,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2396
Sud,F,15-64,occupati,2021,2148377,"Attivita' artistiche, sportive, di intrattenimento e divertimento",793
Sud,F,15-64,occupati,2021,2148377,Attivita' dei servizi di alloggio e di ristorazione,3649
Sud,F,15-64,occupati,2021,2148377,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",1
Sud,F,15-64,occupati,2021,2148377,Attivita' finanziarie e assicurative,415
Sud,F,15-64,occupati,2021,2148377,Attivita' immobiliari,156
Sud,F,15-64,occupati,2021,2148377,Attivita' manifatturiere,8156
Sud,F,15-64,occupati,2021,2148377,"Attivita' professionali, scientifiche e tecniche",596
Sud,F,15-64,occupati,2021,2148377,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7227
Sud,F,15-64,occupati,2021,2148377,Costruzioni,6744
Sud,F,15-64,occupati,2021,2148377,Estrazione di minerali da cave e miniere,103
Sud,F,15-64,occupati,2021,2148377,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3419
Sud,F,15-64,occupati,2021,2148377,"Fornitura di energia elettrica, gas, vapore e aria condizionata",148
Sud,F,15-64,occupati,2021,2148377,Istruzione,293
Sud,F,15-64,occupati,2021,2148377,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4124
Sud,F,15-64,occupati,2021,2148377,Non determinato,29088
Sud,F,15-64,occupati,2021,2148377,Organizzazioni ed organismi extraterritoriali,3
Sud,F,15-64,occupati,2021,2148377,Sanita' e assistenza sociale,16872
Sud,F,15-64,occupati,2021,2148377,Servizi di informazione e comunicazione,758
Sud,F,15-64,occupati,2021,2148377,Trasporto e magazzinaggio,8677
Sud,F,15-64,occupati,2022,219913,"Agricoltura, silvicoltura e pesca",165
Sud,F,15-64,occupati,2022,219913,Altre attivita' di servizi,1006
Sud,F,15-64,occupati,2022,219913,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3098
Sud,F,15-64,occupati,2022,219913,"Attivita' artistiche, sportive, di intrattenimento e divertimento",937
Sud,F,15-64,occupati,2022,219913,Attivita' dei servizi di alloggio e di ristorazione,4421
Sud,F,15-64,occupati,2022,219913,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",1
Sud,F,15-64,occupati,2022,219913,Attivita' finanziarie e assicurative,448
Sud,F,15-64,occupati,2022,219913,Attivita' immobiliari,181
Sud,F,15-64,occupati,2022,219913,Attivita' manifatturiere,8459
Sud,F,15-64,occupati,2022,219913,"Attivita' professionali, scientifiche e tecniche",617
Sud,F,15-64,occupati,2022,219913,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7331
Sud,F,15-64,occupati,2022,219913,Costruzioni,8135
Sud,F,15-64,occupati,2022,219913,Estrazione di minerali da cave e miniere,81
Sud,F,15-64,occupati,2022,219913,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3583
Sud,F,15-64,occupati,2022,219913,"Fornitura di energia elettrica, gas, vapore e aria condizionata",159
Sud,F,15-64,occupati,2022,219913,Istruzione,377
Sud,F,15-64,occupati,2022,219913,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4591
Sud,F,15-64,occupati,2022,219913,Non determinato,38401
Sud,F,15-64,occupati,2022,219913,Organizzazioni ed organismi extraterritoriali,1
Sud,F,15-64,occupati,2022,219913,Sanita' e assistenza sociale,32075
Sud,F,15-64,occupati,2022,219913,Servizi di informazione e comunicazione,596
Sud,F,15-64,occupati,2022,219913,Trasporto e magazzinaggio,13899
Sud,M,15+,occupati,2018,3835914,"Agricoltura, silvicoltura e pesca",233
Sud,M,15+,occupati,2018,3835914,Altre attivita' di servizi,1079
Sud,M,15+,occupati,2018,3835914,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3390
Sud,M,15+,occupati,2018,3835914,"Attivita' artistiche, sportive, di intrattenimento e divertimento",921
Sud,M,15+,occupati,2018,3835914,Attivita' dei servizi di alloggio e di ristorazione,4628
Sud,M,15+,occupati,2018,3835914,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",2
Sud,M,15+,occupati,2018,3835914,Attivita' finanziarie e assicurative,679
Sud,M,15+,occupati,2018,3835914,Attivita' immobiliari,214
Sud,M,15+,occupati,2018,3835914,Attivita' manifatturiere,9771
Sud,M,15+,occupati,2018,3835914,"Attivita' professionali, scientifiche e tecniche",673
Sud,M,15+,occupati,2018,3835914,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8228
Sud,M,15+,occupati,2018,3835914,Costruzioni,6480
Sud,M,15+,occupati,2018,3835914,Estrazione di minerali da cave e miniere,101
Sud,M,15+,occupati,2018,3835914,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",4326
Sud,M,15+,occupati,2018,3835914,"Fornitura di energia elettrica, gas, vapore e aria condizionata",185
Sud,M,15+,occupati,2018,3835914,Istruzione,344
Sud,M,15+,occupati,2018,3835914,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4919
Sud,M,15+,occupati,2018,3835914,Non determinato,46224
Sud,M,15+,occupati,2018,3835914,Organizzazioni ed organismi extraterritoriali,4
Sud,M,15+,occupati,2018,3835914,Sanita' e assistenza sociale,12123
Sud,M,15+,occupati,2018,3835914,Servizi di informazione e comunicazione,682
Sud,M,15+,occupati,2018,3835914,Trasporto e magazzinaggio,8034
Sud,M,15+,occupati,2019,382987,"Agricoltura, silvicoltura e pesca",188
Sud,M,15+,occupati,2019,382987,Altre attivita' di servizi,987
Sud,M,15+,occupati,2019,382987,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3194
Sud,M,15+,occupati,2019,382987,"Attivita' artistiche, sportive, di intrattenimento e divertimento",965
Sud,M,15+,occupati,2019,382987,Attivita' dei servizi di alloggio e di ristorazione,4782
Sud,M,15+,occupati,2019,382987,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",5
Sud,M,15+,occupati,2019,382987,Attivita' finanziarie e assicurative,660
Sud,M,15+,occupati,2019,382987,Attivita' immobiliari,198
Sud,M,15+,occupati,2019,382987,Attivita' manifatturiere,9565
Sud,M,15+,occupati,2019,382987,"Attivita' professionali, scientifiche e tecniche",716
Sud,M,15+,occupati,2019,382987,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",8038
Sud,M,15+,occupati,2019,382987,Costruzioni,6468
Sud,M,15+,occupati,2019,382987,Estrazione di minerali da cave e miniere,87
Sud,M,15+,occupati,2019,382987,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",4368
Sud,M,15+,occupati,2019,382987,"Fornitura di energia elettrica, gas, vapore e aria condizionata",188
Sud,M,15+,occupati,2019,382987,Istruzione,376
Sud,M,15+,occupati,2019,382987,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4827
Sud,M,15+,occupati,2019,382987,Non determinato,45827
Sud,M,15+,occupati,2019,382987,Organizzazioni ed organismi extraterritoriali,1
Sud,M,15+,occupati,2019,382987,Sanita' e assistenza sociale,12062
Sud,M,15+,occupati,2019,382987,Servizi di informazione e comunicazione,662
Sud,M,15+,occupati,2019,382987,Trasporto e magazzinaggio,7985
Sud,M,15+,occupati,2020,3733431,"Agricoltura, silvicoltura e pesca",177
Sud,M,15+,occupati,2020,3733431,Altre attivita' di servizi,972
Sud,M,15+,occupati,2020,3733431,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2445
Sud,M,15+,occupati,2020,3733431,"Attivita' artistiche, sportive, di intrattenimento e divertimento",643
Sud,M,15+,occupati,2020,3733431,Attivita' dei servizi di alloggio e di ristorazione,2967
Sud,M,15+,occupati,2020,3733431,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",3
Sud,M,15+,occupati,2020,3733431,Attivita' finanziarie e assicurative,428
Sud,M,15+,occupati,2020,3733431,Attivita' immobiliari,141
Sud,M,15+,occupati,2020,3733431,Attivita' manifatturiere,7484
Sud,M,15+,occupati,2020,3733431,"Attivita' professionali, scientifiche e tecniche",521
Sud,M,15+,occupati,2020,3733431,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",6409
Sud,M,15+,occupati,2020,3733431,Costruzioni,5397
Sud,M,15+,occupati,2020,3733431,Estrazione di minerali da cave e miniere,65
Sud,M,15+,occupati,2020,3733431,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3413
Sud,M,15+,occupati,2020,3733431,"Fornitura di energia elettrica, gas, vapore e aria condizionata",123
Sud,M,15+,occupati,2020,3733431,Istruzione,189
Sud,M,15+,occupati,2020,3733431,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4030
Sud,M,15+,occupati,2020,3733431,Non determinato,26057
Sud,M,15+,occupati,2020,3733431,Organizzazioni ed organismi extraterritoriali,3
Sud,M,15+,occupati,2020,3733431,Sanita' e assistenza sociale,25406
Sud,M,15+,occupati,2020,3733431,Servizi di informazione e comunicazione,585
Sud,M,15+,occupati,2020,3733431,Trasporto e magazzinaggio,6745
Sud,M,15+,occupati,2021,3766436,"Agricoltura, silvicoltura e pesca",159
Sud,M,15+,occupati,2021,3766436,Altre attivita' di servizi,998
Sud,M,15+,occupati,2021,3766436,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",2396
Sud,M,15+,occupati,2021,3766436,"Attivita' artistiche, sportive, di intrattenimento e divertimento",793
Sud,M,15+,occupati,2021,3766436,Attivita' dei servizi di alloggio e di ristorazione,3649
Sud,M,15+,occupati,2021,3766436,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",1
Sud,M,15+,occupati,2021,3766436,Attivita' finanziarie e assicurative,415
Sud,M,15+,occupati,2021,3766436,Attivita' immobiliari,156
Sud,M,15+,occupati,2021,3766436,Attivita' manifatturiere,8156
Sud,M,15+,occupati,2021,3766436,"Attivita' professionali, scientifiche e tecniche",596
Sud,M,15+,occupati,2021,3766436,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7227
Sud,M,15+,occupati,2021,3766436,Costruzioni,6744
Sud,M,15+,occupati,2021,3766436,Estrazione di minerali da cave e miniere,103
Sud,M,15+,occupati,2021,3766436,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3419
Sud,M,15+,occupati,2021,3766436,"Fornitura di energia elettrica, gas, vapore e aria condizionata",148
Sud,M,15+,occupati,2021,3766436,Istruzione,293
Sud,M,15+,occupati,2021,3766436,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4124
Sud,M,15+,occupati,2021,3766436,Non determinato,29088
Sud,M,15+,occupati,2021,3766436,Organizzazioni ed organismi extraterritoriali,3
Sud,M,15+,occupati,2021,3766436,Sanita' e assistenza sociale,16872
Sud,M,15+,occupati,2021,3766436,Servizi di informazione e comunicazione,758
Sud,M,15+,occupati,2021,3766436,Trasporto e magazzinaggio,8677
Sud,M,15+,occupati,2022,3861005,"Agricoltura, silvicoltura e pesca",165
Sud,M,15+,occupati,2022,3861005,Altre attivita' di servizi,1006
Sud,M,15+,occupati,2022,3861005,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3098
Sud,M,15+,occupati,2022,3861005,"Attivita' artistiche, sportive, di intrattenimento e divertimento",937
Sud,M,15+,occupati,2022,3861005,Attivita' dei servizi di alloggio e di ristorazione,4421
Sud,M,15+,occupati,2022,3861005,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",1
Sud,M,15+,occupati,2022,3861005,Attivita' finanziarie e assicurative,448
Sud,M,15+,occupati,2022,3861005,Attivita' immobiliari,181
Sud,M,15+,occupati,2022,3861005,Attivita' manifatturiere,8459
Sud,M,15+,occupati,2022,3861005,"Attivita' professionali, scientifiche e tecniche",617
Sud,M,15+,occupati,2022,3861005,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",7331
Sud,M,15+,occupati,2022,3861005,Costruzioni,8135
Sud,M,15+,occupati,2022,3861005,Estrazione di minerali da cave e miniere,81
Sud,M,15+,occupati,2022,3861005,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3583
Sud,M,15+,occupati,2022,3861005,"Fornitura di energia elettrica, gas, vapore e aria condizionata",159
Sud,M,15+,occupati,2022,3861005,Istruzione,377
Sud,M,15+,occupati,2022,3861005,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",4591
Sud,M,15+,occupati,2022,3861005,Non determinato,38401
Sud,M,15+,occupati,2022,3861005,Organizzazioni ed organismi extraterritoriali,1
Sud,M,15+,occupati,2022,3861005,Sanita' e assistenza sociale,32075
Sud,M,15+,occupati,2022,3861005,Servizi di informazione e comunicazione,596
Sud,M,15+,occupati,2022,3861005,Trasporto e magazzinaggio,13899
NordOvest,F,15+,occupati,2018,3002792,"Agricoltura, silvicoltura e pesca",217
NordOvest,F,15+,occupati,2018,3002792,Altre attivita' di servizi,1851
NordOvest,F,15+,occupati,2018,3002792,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3434
NordOvest,F,15+,occupati,2018,3002792,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1119
NordOvest,F,15+,occupati,2018,3002792,Attivita' dei servizi di alloggio e di ristorazione,8415
NordOvest,F,15+,occupati,2018,3002792,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",17
NordOvest,F,15+,occupati,2018,3002792,Attivita' finanziarie e assicurative,1768
NordOvest,F,15+,occupati,2018,3002792,Attivita' immobiliari,702
NordOvest,F,15+,occupati,2018,3002792,Attivita' manifatturiere,34126
NordOvest,F,15+,occupati,2018,3002792,"Attivita' professionali, scientifiche e tecniche",2411
NordOvest,F,15+,occupati,2018,3002792,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14920
NordOvest,F,15+,occupati,2018,3002792,Costruzioni,10816
NordOvest,F,15+,occupati,2018,3002792,Estrazione di minerali da cave e miniere,120
NordOvest,F,15+,occupati,2018,3002792,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3200
NordOvest,F,15+,occupati,2018,3002792,"Fornitura di energia elettrica, gas, vapore e aria condizionata",346
NordOvest,F,15+,occupati,2018,3002792,Istruzione,2737
NordOvest,F,15+,occupati,2018,3002792,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",10075
NordOvest,F,15+,occupati,2018,3002792,Non determinato,62279
NordOvest,F,15+,occupati,2018,3002792,Organizzazioni ed organismi extraterritoriali,5
NordOvest,F,15+,occupati,2018,3002792,Sanita' e assistenza sociale,15058
NordOvest,F,15+,occupati,2018,3002792,Servizi di informazione e comunicazione,1891
NordOvest,F,15+,occupati,2018,3002792,Trasporto e magazzinaggio,14672
NordOvest,F,15+,occupati,2019,3034379,"Agricoltura, silvicoltura e pesca",194
NordOvest,F,15+,occupati,2019,3034379,Altre attivita' di servizi,1798
NordOvest,F,15+,occupati,2019,3034379,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3234
NordOvest,F,15+,occupati,2019,3034379,"Attivita' artistiche, sportive, di intrattenimento e divertimento",1186
NordOvest,F,15+,occupati,2019,3034379,Attivita' dei servizi di alloggio e di ristorazione,8751
NordOvest,F,15+,occupati,2019,3034379,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",16
NordOvest,F,15+,occupati,2019,3034379,Attivita' finanziarie e assicurative,1779
NordOvest,F,15+,occupati,2019,3034379,Attivita' immobiliari,614
NordOvest,F,15+,occupati,2019,3034379,Attivita' manifatturiere,33765
NordOvest,F,15+,occupati,2019,3034379,"Attivita' professionali, scientifiche e tecniche",2353
NordOvest,F,15+,occupati,2019,3034379,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",14949
NordOvest,F,15+,occupati,2019,3034379,Costruzioni,11405
NordOvest,F,15+,occupati,2019,3034379,Estrazione di minerali da cave e miniere,105
NordOvest,F,15+,occupati,2019,3034379,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",3251
NordOvest,F,15+,occupati,2019,3034379,"Fornitura di energia elettrica, gas, vapore e aria condizionata",319
NordOvest,F,15+,occupati,2019,3034379,Istruzione,2856
NordOvest,F,15+,occupati,2019,3034379,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",10168
NordOvest,F,15+,occupati,2019,3034379,Non determinato,61069
NordOvest,F,15+,occupati,2019,3034379,Organizzazioni ed organismi extraterritoriali,7
NordOvest,F,15+,occupati,2019,3034379,Sanita' e assistenza sociale,15427
NordOvest,F,15+,occupati,2019,3034379,Servizi di informazione e comunicazione,1807
NordOvest,F,15+,occupati,2019,3034379,Trasporto e magazzinaggio,15071
NordOvest,F,15+,occupati,2020,2943136,"Agricoltura, silvicoltura e pesca",177
NordOvest,F,15+,occupati,2020,2943136,Altre attivita' di servizi,1725
NordOvest,F,15+,occupati,2020,2943136,"Amministrazione pubblica e difesa, assicurazione sociale obbligatoria",3412
NordOvest,F,15+,occupati,2020,2943136,"Attivita' artistiche, sportive, di intrattenimento e divertimento",898
NordOvest,F,15+,occupati,2020,2943136,Attivita' dei servizi di alloggio e di ristorazione,5332
NordOvest,F,15+,occupati,2020,2943136,"Attivita' di famiglie e convivenze come datori di lavoro per personale domestico, produzione di beni e servizi indifferenziati per uso proprio da parte di famiglie e convivenze",14
NordOvest,F,15+,occupati,2020,2943136,Attivita' finanziarie e assicurative,1069
NordOvest,F,15+,occupati,2020,2943136,Attivita' immobiliari,340
NordOvest,F,15+,occupati,2020,2943136,Attivita' manifatturiere,23912
NordOvest,F,15+,occupati,2020,2943136,"Attivita' professionali, scientifiche e tecniche",1315
NordOvest,F,15+,occupati,2020,2943136,"Commercio all'ingrosso e al dettaglio, riparazione di autoveicoli e motocicli",11026
NordOvest,F,15+,occupati,2020,2943136,Costruzioni,9008
NordOvest,F,15+,occupati,2020,2943136,Estrazione di minerali da cave e miniere,87
NordOvest,F,15+,occupati,2020,2943136,"Fornitura di acqua, reti fognarie, attivita' di gestione dei rifiuti e risanamento",2530
NordOvest,F,15+,occupati,2020,2943136,"Fornitura di energia elettrica, gas, vapore e aria condizionata",196
NordOvest,F,15+,occupati,2020,2943136,Istruzione,1655
NordOvest,F,15+,occupati,2020,2943136,"Noleggio, agenzie di viaggio, servizi di supporto alle imprese",8063
NordOvest,F,15+,occupati,2020,2943136,Non determinato,33696
